Namn,K,M
Duangpon,2,0
Duangporn,20,0
Duangrat,5,0
Duangrudee,3,0
Duangruedee,3,0
Duangruedi,2,0
Duangruethai,5,0
Duangsamorn,2,0
Duangsuda,2,0
Duangta,7,0
Duanpen,7,0
Duanphen,3,0
Duantem,3,0
Dubey,2,0
Dubravka,59,0
Duck,2,0
Duda,12,0
Dudija,3,0
Dudije,3,0
Dudu,11,0
Duean,6,0
Dueanchai,3,0
Dueannapa,2,0
Dueanpen,3,0
Dueanphen,8,0
Dueantem,3,0
Duenpen,4,0
Dugarmaa,2,0
Duha,110,0
Duhaa,2,0
Duin,3,0
Dujana,3,0
Dujdao,2,0
Duka,3,0
Dulam,2,0
Dulamsuren,7,0
Dulani,2,0
Dulari,3,0
Dulbar,2,0
Dulce,31,0
Dulesma,2,0
Dulija,4,0
Dulijana,4,0
Dulijeta,3,0
Dulmaa,2,0
Dulsa,2,0
Duma,2,0
Dumara,2,0
Dumitra,8,0
Dumitrita,5,0
Dumooa,2,0
Duna,4,0
Dunea,2,0
Duni,18,0
Dunio,5,0
Duniya,25,0
Duniyo,19,0
Dunja,123,0
Dunne,2,0
Dunnia,2,0
Dunya,214,0
Durana,2,0
Durar,2,0
Durda,6,0
Durdana,8,0
Durdane,6,0
Durdica,26,0
Durdija,6,0
Durdona,5,0
Duresa,6,0
Durgadevi,3,0
Durije,2,0
Durita,2,0
Durkhanai,3,0
Durna,3,0
Durr,3,0
Durra,4,0
Durrah,5,0
Durrar,2,0
Durre,3,0
Dursitu,2,0
Dursuma,9,0
Duru,11,0
Dusa,2,0
Dusabe,4,0
Dusadee,4,0
Dusanka,169,0
Dushanka,4,0
Dushyanthi,2,0
Dusica,95,0
Dusita,3,0
Duska,17,0
Dutdao,3,0
Duua,2,0
Duurenjargal,2,0
Duva,3,0
Duyen,11,0
Dwha,2,0
Dwi,3,0
Dya,8,0
Dyala,27,0
Dyana,58,0
Dyane,2,0
Dyanne,3,0
Dyke,2,0
Dyma,3,0
Dyna,5,0
Dyne,4,0
Dynné,2,0
Dünya,9,0
Dyvecke,2,0
Dyveke,12,0
Dzamila,2,0
Dzana,53,0
Dzanela,2,0
Dzavida,6,0
Dzehva,12,0
Dzeina,3,0
Dzejla,17,0
Dzejlana,7,0
Dzejljana,2,0
Dzejljane,2,0
Dzejna,13,0
Dzelila,4,0
Dzeljana,4,0
Dzemila,78,0
Dzemile,12,0
Dzemilja,8,0
Dzemilje,8,0
Dzemka,5,0
Dzenana,113,0
Dzenata,2,0
Dzenet,4,0
Dzeneta,35,0
Dzenete,2,0
Dzenisa,9,0
Dzenita,87,0
Dzeraldina,2,0
Dzesika,7,0
Dzestina,2,0
Dzeva,4,0
Dzevada,25,0
Dzevahira,9,0
Dzevida,19,0
Dzevrija,4,0
Dzevrije,3,0
Dzhamilia,5,0
Dzhamilya,2,0
Dzhanan,4,0
Dzhannet,2,0
Dzhansu,5,0
Dzhemile,7,0
Dzhennet,5,0
Dzhesika,2,0
Dzheylan,2,0
Dzidra,6,0
Dziha,2,0
Dzintra,21,0
Dziyana,6,0
Dzsesszika,2,0
Dzula,4,0
Dzulijana,2,0
Dzulijeta,2,0
Dzulja,3,0
Dzuljeta,2,0
Dårsa,2,0
Dälia,2,0
Däria,2,0
Döl,2,0
Döljonas,2,0
Döndu,4,0
Döndü,54,0
Döne,61,0
Dörte,23,0
Dörthe,8,0
Ealaf,2,0
Eaman,2,0
Eana,4,0
Eanna,3,0
Earta,7,0
Easha,2,0
Easmen,2,0
Easter,4,0
Eatedal,3,0
Eatidal,2,0
Ebado,6,0
Ebba,19076,0
Ebba Cecilia,2,0
Ebba Karin,2,0
Ebba Stina,2,0
Ebbah,4,0
Ebba-Karin,8,0
Ebba-Klara,3,0
Ebba-Lena,3,0
Ebba-Li,10,0
EbbaLina,2,0
Ebbalisa,4,0
Ebba-Lisa,7,0
Ebba-Lo,3,0
Ebba-Lotta,2,0
Ebba-Louise,5,0
Ebba-Marie,3,0
Ebba-Sofia,2,0
Ebba-Stina,11,0
Ebbi,2,0
Ebbie,4,0
Ebele,3,0
Ebelechukwu,3,0
Ebella,2,0
Ebet,2,0
Ebise,2,0
Ebla,16,0
Eblin,4,0
Eblo,3,0
Ebonne,2,0
Ebony,20,0
Ebro,5,0
Ebru,220,0
Ebtehaj,7,0
Ebtehal,15,0
Ebtesam,77,0
Ebtessam,9,0
Ebthal,3,0
Ebtihaj,4,0
Ebtihal,4,0
Ebtisam,88,0
Ebtissam,4,0
Ebtsam,10,0
Ebuwa,2,0
Ebyan,23,0
Ebyen,2,0
Ecaterina,68,0
Ecaterini,2,0
Ece,60,0
Ecem,13,0
Ecmel,3,0
Ecrin,31,0
Eda,314,0
Eda Nur,2,0
Edaet,3,0
Edanur,16,0
Edda,773,0
Edden,2,0
Edea,2,0
Edela,5,0
Edelgard,12,0
Edelia,3,0
Edelin,2,0
Edeline,2,0
Edeliza,2,0
Edelle,4,0
Edelmira,4,0
Edeltraud,28,0
Edeltraut,15,0
Edeltrud,4,0
Edelyn,3,0
Edena,6,0
Edessa,178,0
Edeveig,2,0
Edhen,2,0
Ediba,4,0
Edibe,51,0
Edie,24,0
Edija,6,0
Edijana,4,0
Edika,2,0
Edilawit,2,0
Edilene,3,0
Edilma,6,0
Edilyn,2,0
Edina,584,0
Edine,2,0
Edinka,3,0
Ediola,2,0
Edisa,76,0
Edisia,2,0
Edisona,4,0
Edita,344,0
Edite,9,0
Edith,4070,0
Édith,6,0
Editha,20,0
Edla,281,0
Edlawit,5,0
Edle,5,0
Edlin,3,0
Edlira,25,0
Edlyn,4,0
Edma,7,0
Edmée,2,0
Edmira,2,0
Edmire,2,0
Edmonda,10,0
Edna,237,0
Ednalyn,3,0
Ednana,3,0
Ednora,2,0
Edny,3,0
Edoghogho,2,0
Edona,208,0
Edonë,2,0
Edonia,2,0
Edonisa,4,0
Edonita,6,0
Edonna,4,0
Edra,6,0
Edrina,5,0
Edsala,2,0
Eduarda,13,0
Eduarta,3,0
Eduina,2,0
Eduviges,2,0
Eduvina,3,0
Edwarda,4,0
Edvarda,2,0
Edwige,8,0
Edvina,70,0
Edwina,60,0
Edvine,2,0
Edyan,2,0
Edyta,331,0
Edzhrin,2,0
Ee,2,0
Eea,2,0
Eeda,2,0
Eedah,2,0
Eedit,3,0
Eefje,2,0
Eefke,2,0
Eehan,3,0
Eelaf,3,0
Eelan,5,0
Eelia,2,0
Eelin,3,0
Eema,2,0
Eeman,5,0
Eemelie,3,0
Eenas,6,0
Eerica,3,0
Eerika,6,0
Eesha,5,0
Eeshal,2,0
Eeva,715,0
Eewa,2,0
Eeva Leena,3,0
Eeva Liisa,23,0
Eeva-Kaarina,12,0
Eeva-Kaisa,6,0
Eeva-Kristiina,3,0
Eeva-Leena,6,0
Eeva-Liisa,110,0
Eevaliisa,2,0
Eeva-Maija,18,0
Eeva-Maria,6,0
Eeva-Riitta,2,0
Eeva-Stiina,2,0
Eevet,2,0
Eevi,31,0
Efaf,5,0
Efat,15,0
Effat,56,0
Effi,19,0
Effie,38,0
Effimia,2,0
Effrosyni,12,0
Effy,12,0
Efgenia,2,0
Efi,6,0
Efia,2,0
Efigenia,2,0
Eflin,4,0
Efnan,3,0
Efoita,2,0
Efra,3,0
Efrah,7,0
Efrat,2,0
Efrata,72,0
Efrin,3,0
Efrosini,8,0
Efrossini,3,0
Efsa,4,0
Efsane,2,0
Efstathia,10,0
Efstratia,4,0
Efsun,3,0
Eftalia,2,0
Eftekar,3,0
Efterpi,2,0
Efthalia,10,0
Efthimia,24,0
Efthymia,26,0
Efti,2,0
Eftichia,8,0
Eftihia,7,0
Eftikar,3,0
Eftikhar,3,0
Eftimia,13,0
Eftychia,20,0
Eftyhia,2,0
Efua,2,0
Efva,42,0
Efwa,28,0
Efwalena,2,0
Egbal,2,0
Egidija,3,0
Egija,12,0
Egita,5,0
Egla,2,0
Eglal,2,0
Eglan,2,0
Eglantina,15,0
Eglantine,5,0
Egle,109,0
Eglé,15,0
Eglè,4,0
Eglentina,4,0
Eglis,2,0
Egny,3,0
Egshiglen,17,0
Egzona,155,0
Egzone,2,0
Egzonita,3,0
Eha,30,0
Ehdaa,2,0
Ehlam,4,0
Ehlana,3,0
Ehlas,2,0
Ehlén,3,0
Ehlimana,14,0
Ehlin,22,0
Ehlina,7,0
Ehrengard,2,0
Ehtedal,2,0
Ehtel,2,0
Ehteram,12,0
Ehva,2,0
Ehwa,4,0
Ei,3,0
Eia,25,0
Eida,45,0
Eideh,4,0
Eidel,2,0
Eidi,8,0
Eidvile,2,0
Eija,1011,0
Eija-Anita,2,0
Eija-Leena,4,0
Eija-Liisa,22,0
Eijan,4,0
Eija-Riitta,2,0
Eijla,15,0
Eijlis,2,0
Eijra,6,0
Eijvor,2,0
Eijvy,2,0
Eila,1340,0
Eilah,4,0
Eilaria,2,0
Eilbrat,2,0
Eileen,121,0
Eileén,3,0
Eilen,5,0
Eilidh,11,0
Eilin,11,0
Eilina,2,0
Eiline,2,0
Eilis,4,0
Eilish,3,0
Eiliyah,4,0
Eilona,3,0
Eilouna,2,0
Eima,10,0
Eimante,3,0
Eimear,5,0
Eimi,6,0
Eimie,3,0
Eimily,2,0
Eimy,6,0
Ein,2,0
Eina,108,0
Einaas,2,0
Einas,25,0
Einat,3,0
Einav,4,0
Eine-Marie,2,0
Eini,77,0
Einy,13,0
Eir,19,0
Eirah,6,0
Eirene,7,0
Eiri,2,0
Eirill,2,0
Eirini,119,0
Eiris,8,0
Eiry,4,0
Eisar,2,0
Eisen,2,0
Eisha,5,0
Eisy,4,0
Eitedal,5,0
Eitemad,2,0
Eitidal,2,0
Eiva,14,0
Eivi,13,0
Eivie,6,0
Eivlin,3,0
Eivor,4692,0
Eiwor,25,0
Eivoun,3,0
Eivy,90,0
Eiwy,3,0
Eiya,5,0
Eja,111,0
Ejan,7,0
Ejatu,2,0
Ejbritt,4,0
Ejda,9,0
Ejin,2,0
Ejiro,2,0
Ejja,3,0
Ejla,38,0
Ejleen,2,0
Ejlitz,2,0
Ejlla,2,0
Ejna,24,0
Ejny,9,0
Ejona,18,0
Ejra,15,0
Ejris,2,0
Ejvi,4,0
Ejvon,2,0
Ejvor,376,0
Ejvy,13,0
Eka,15,0
Ekanem,2,0
Ekatarina,4,0
Ekaterina,527,0
Ekaterine,18,0
Ekaterini,60,0
Ekatherina,2,0
Ekatherine,2,0
Ekbal,19,0
Ekeram,2,0
Ekhlas,80,0
Ekhlass,3,0
Ekiram,3,0
Eklas,10,0
Ekra,3,0
Ekran,4,0
Ekrema,7,0
Ekreme,2,0
Ekta,8,0
Ektemal,2,0
Ektimal,2,0
Ela,296,0
Elá,5,0
Ela Nur,4,0
Elaa,6,0
Elaaf,3,0
Elada,2,0
Elah,2,0
Elaha,32,0
Elahe,91,0
Elaheh,102,0
Elaia,3,0
Elaida,2,0
Elain,7,0
Elaina,5,0
Elaine,799,0
Elaiza,5,0
Elajne,5,0
Elana,44,0
Elanaz,2,0
Elane,2,0
Elanie,7,0
Elanor,20,0
Elanur,64,0
Elara,13,0
Elaria,10,0
Elarya,5,0
Elav,4,0
Elayne,6,0
Elba,63,0
Elbasana,2,0
Elbasane,4,0
Elbera,2,0
Elbethel,2,0
Elbina,4,0
Elbisa,2,0
Elbjörg,7,0
Elbra,10,0
Elby,2,0
Elca,2,0
Elcira,3,0
Elcy,5,0
Elda,104,0
Eldana,173,0
Eldanna,4,0
Eldbjørg,2,0
Eldbjörg,12,0
Eldey,2,0
Eldfrid,2,0
Eldiana,3,0
Eldijana,8,0
Eldina,87,0
Eldine,3,0
Eldiona,4,0
Eldisa,2,0
Eldrid,16,0
Elea,52,0
Eléa,4,0
Eleah,11,0
Eleana,14,0
Eleanna,4,0
Eleanor,324,0
Eleanora,12,0
Eleanore,28,0
Electra,49,0
Eleen,42,0
Eleena,3,0
Elefteria,21,0
Eleftheria,83,0
Elein,10,0
Eleina,2,0
Eleine,21,0
Eleinor,2,0
Eleja,2,0
Elektra,70,0
Elelta,7,0
Elem,2,0
Elemina,30,0
Elen,104,0
Elén,12,0
Elena,3508,0
Eléna,9,0
Élena,8,0
Elena-Alexandra,3,0
Elena-Alice,2,0
Elena-Bianca,2,0
Elena-Camelia,2,0
Elena-Carmen,2,0
Elena-Catalina,3,0
Elena-Claudia,2,0
Elena-Cristina,4,0
Elena-Diana,2,0
Elena-Gabriela,5,0
Elenah,2,0
Elena-Iuliana,2,0
Elena-Loredana,2,0
Elena-Magdalena,3,0
Elena-Maria,6,0
Elena-Mihaela,5,0
Elena-Nicoleta,3,0
Elena-Raluca,2,0
Elena-Roxana,3,0
Elena-Simona,4,0
Elena-Sofia,2,0
Elenaz,4,0
Elene,52,0
Eléne,9,0
Eleni,777,0
Eléni,6,0
Elenia,4,0
Elenica,3,0
Elenice,2,0
Elenie,11,0
Eleni-Helena,2,0
Elenita,8,0
Elenka,5,0
Elenna,3,0
Elenni,2,0
Elenoor,2,0
Elénor,2,0
Elenor,601,0
Elenora,51,0
Elenore,180,0
Elenoré,2,0
Elénore,3,0
Elenour,2,0
Elenur,3,0
Eleny,3,0
Eleonida,2,0
Eleonoora,2,0
Eleonor,1301,0
Eleonóra,2,0
Eleonora,1144,0
Éléonore,4,0
Eleonore,538,0
Eléonore,19,0
Eleora,4,0
Eleri,2,0
Elerin,2,0
Elesa,3,0
Elesabeth,3,0
Elesar,3,0
Eleshwa,3,0
Elesine,3,0
Elesiv,2,0
Elessia,2,0
Eletta,2,0
Elettra,3,0
Elevina,2,0
Eley,2,0
Eleya,4,0
Eleysa,9,0
Elezabet,2,0
Elezabeth,6,0
Elfa,7,0
Elfat,11,0
Elfate,2,0
Elfe,4,0
Elfet,4,0
Elfete,24,0
Elfi,22,0
Elfia,2,0
Elfida,12,0
Elfie,12,0
Elfija,4,0
Elfije,17,0
Elfrida,51,0
Elfride,9,0
Elfrieda,2,0
Elfriede,113,0
Elfva,5,0
Elga,9,0
Elgie,2,0
Elhama,2,0
Elhame,34,0
Elhana,22,0
Elhanan,2,0
Elhem,2,0
Elheme,29,0
Èlia,4,0
Élia,2,0
Eliaa,4,0
Eliada,9,0
Eliama,3,0
Eliana,544,0
Elianah,2,0
Eliane,85,0
Elianna,18,0
Elianne,15,0
Elianor,4,0
Elianova,2,0
Eliany,2,0
Elibra,3,0
Elica,13,0
Elicabeth,2,0
Elice,154,0
Elicia,502,0
Elida,193,0
Elidana,2,0
Elide,5,0
Elidjona,3,0
Elidona,4,0
Elieana,2,0
Elien,6,0
Eliene,3,0
Elienor,9,0
Eliesa,12,0
Eliete,4,0
Elif,638,0
Elif Naz,3,0
Elif Nur,2,0
Elifa,7,0
Elife,92,0
Elifnaz,4,0
Elif-Naz,3,0
Elifnur,7,0
Elifsu,2,0
Eligia,3,0
Elihana,2,0
Eliin,13,0
Eliina,28,0
Eliis,4,0
Eliisa,34,0
Eliisabet,3,0
Eliise,12,0
Elijana,7,0
Elijesa,2,0
Elijona,2,0
Elika,26,0
Eliksandra,2,0
Elikya,2,0
Elilta,27,0
Elima,3,0
Elimia,2,0
Elín,16,0
Élin,5,0
Elin Anna,4,0
Elin Maria,5,0
Elin Marie,2,0
Élina,3,0
Elinah,2,0
Elinay,3,0
Elinbjörg,2,0
Elinborg,3,0
Elinda,26,0
Eline,296,0
Eliné,4,0
Éline,2,0
Elinea,3,0
Elinga,2,0
Elinh,2,0
Elin-Maria,7,0
Elin-Marie,5,0
Elinn,33,0
Elinne,26,0
Elin-Nermin,2,0
Elinoor,4,0
Elinor,1448,0
Elinora,43,0
Elinoré,6,0
Elinore,214,0
Elinour,2,0
Elin-Saga,2,0
Elin-Sofia,2,0
Elin-Sofie,2,0
Elinur,18,0
Eliona,43,0
Elionor,57,0
Elionora,19,0
Elionore,32,0
Eliora,38,0
Elira,19,0
Elísa,9,0
Élisa,2,0
Elisab,2,0
Elisabed,2,0
Elisabeht,4,0
Elisabel,2,0
Elísabet,5,0
Elisabet,10012,0
Elisabeta,123,0
Elisabete,14,0
Elisabeth,19725,0
Elisa-Beth,3,0
Élisabeth,2,0
Elisabetha,5,0
Elisabeth-Charlotte,2,0
Elisabeth-Eva,2,0
Elisabeth-Maria,2,0
Elisabett,6,0
Elisabetta,34,0
Elisabette,3,0
Elisandra,4,0
Elisangela,7,0
Elisar,21,0
Elisavet,62,0
Elisaveta,23,0
Elisé,21,0
Élise,25,0
Elise Marie,2,0
Elisea,4,0
Eliséa,2,0
Elisebeth,3,0
Eliselott,4,0
Elise-Lott,4,0
Elise-Lotte,4,0
Elise-Marie,5,0
Elisenda,6,0
Elisheva,3,0
Elishwa,8,0
Elisia,275,0
Elisiana,2,0
Elisie,7,0
Elisif,13,0
Elisiv,23,0
Elisjana,2,0
Eliska,35,0
Eliso,2,0
Elisra,4,0
Elissa,301,0
Elissabet,2,0
Elissar,17,0
Elissavet,20,0
Elissaveta,4,0
Elisse,4,0
Elissia,3,0
Elita,62,0
Elite,2,0
Elitsa,12,0
Elitta,2,0
Elitza,2,0
Elivia,14,0
Eliyana,9,0
Eliyanah,2,0
Eliza,558,0
Elizabet,143,0
Elizabeta,154,0
Elizabete,34,0
Elizabetë,2,0
Elizabeth,1902,0
Elizabetha,2,0
Elizabethe,5,0
Elizabeth-Maria,2,0
Elizabette,3,0
Elizabiet,2,0
Elizan,12,0
Elizangela,2,0
Elizaveta,110,0
Elizbieta,2,0
Elize,200,0
Elizebeth,2,0
Elizete,4,0
Elizeth,2,0
Elizia,59,0
Eliziane,2,0
Elizya,2,0
Elizza,2,0
Elja,7,0
Eljana,5,0
Elje,2,0
Eljena,12,0
Eljesa,19,0
Eljfete,3,0
Eljheme,7,0
Eljife,2,0
Eljizabeta,2,0
Eljmaze,3,0
Eljmije,3,0
Eljona,11,0
Eljvira,3,0
Elka,11,0
Elke,219,0
Elkie,2,0
Ell,10,0
Ella Britt,6,0
Ella Greta,2,0
Ella Karin,8,0
Ella Li,4,0
Ella Maj,2,0
Ella Maria,3,0
Ella Marie,2,0
Ella Rose,3,0
Ella Stina,3,0
Ella-Brita,4,0
Ella-Brith,3,0
Ella-Britt,56,0
Ella-Britta,5,0
Ellada,14,0
Ellaf,3,0
Ella-Greta,12,0
Ellah,23,0
Ellaha,6,0
Ellahe,3,0
Ellaine,3,0
Ella-Kari,4,0
Ella-Karin,16,0
Ella-Katrin,2,0
Ella-Lena,2,0
Ella-Li,9,0
Ella-Lis,2,0
Ella-Lisa,2,0
Ella-Louise,6,0
Ella-Mae,4,0
Ella-Maj,16,0
Ella-Maja,3,0
Ella-Mari,4,0
Ella-Maria,18,0
Ella-Marie,15,0
Ella-Marit,2,0
Ella-Marja,3,0
Ella-May,6,0
Ella-My,3,0
Ellan,6,0
Ellana,2,0
Ellanie,2,0
Ellanor,5,0
Ellanora,2,0
Ellanore,2,0
Ellanur,3,0
Ella-Sofia,3,0
Ella-Sofie,2,0
Ella-Sophie,2,0
Ella-Stina,13,0
Ella-Viola,2,0
Ellbjörg,2,0
Ellbritt,14,0
Ell-Britt,10,0
Elle Kari,3,0
Elle-Britt,3,0
Elle-Kari,9,0
Ellekari,3,0
Elle-Karin,2,0
Ellelta,2,0
Elle-Marie,2,0
Ellemina,6,0
Ellén,3,0
Ellena,21,0
Ellen-Ann,2,0
Elleni,20,0
Ellenie,6,0
Ellen-Louise,3,0
Ellen-Maria,5,0
Ellen-Marie,3,0
Ellen-May,2,0
Ellénor,2,0
Ellenor,338,0
Ellenora,7,0
Ellenore,36,0
Ellenoré,3,0
Ellen-Sofia,2,0
Ellentin,4,0
Ellentine,2,0
Elleonor,16,0
Elleonora,10,0
Elleonore,11,0
Elles,4,0
Ellesina,2,0
Ellesiv,4,0
Ellevi,3,0
Ellia,4,0
Elliana,10,0
Ellica,21,0
Ellicia,3,0
Ellicka,8,0
Ellida,20,0
Ellié,2,0
Ellie Lo,2,0
Ellie-Lii,2,0
Ellie-Lo,2,0
Ellie-May,2,0
Ellien,2,0
Ellienor,12,0
Ellienore,8,0
Ellie-Rose,2,0
Ellika,174,0
Ellim,3,0
Elli-Maria,2,0
Elli-Marie,2,0
Ellin,33,0
Ellina,10,0
Ellinea,2,0
Ellinne,2,0
Ellinoora,3,0
Ellinor,5983,0
Ellinora,44,0
Ellinore,516,0
Ellinoré,5,0
Ellionor,36,0
Ellionora,17,0
Ellionore,13,0
Elliora,3,0
Ellise,2,0
Ellisif,4,0
Elliz,2,0
Ellma,2,0
Ell-Mari,2,0
Ellmina,4,0
Ellna,12,0
Ellnor,3,0
Elloise,2,0
Ellona,2,0
Ellora,4,0
Ellsa,3,0
Ells-Mari,2,0
Ellta,10,0
Ellvi,7,0
Ellvira,3,0
Ellvy,10,0
Elly-Ann,2,0
Elly-Anne,2,0
Elly-Britt,5,0
Elly-Gret,3,0
Elly-May,2,0
Ellyn,4,0
Ellynor,5,0
Ellynora,2,0
Ellysiv,2,0
Ellza,2,0
Elma,1716,0
Elmadije,2,0
Elmaida,3,0
Elmana,2,0
Elmarie,2,0
Elmasa,2,0
Elmaza,11,0
Elmaze,9,0
Elmedina,147,0
Elmedine,2,0
Elmedinë,2,0
Elmela,2,0
Elmida,5,0
Elmie,6,0
Elmije,5,0
Elmina,94,0
Elmine,5,0
Elmira,227,0
Elmire,2,0
Elmy,19,0
Elna,1798,0
Elna Karin,3,0
Elna-Britt,3,0
Elna-Carin,2,0
Elnah,2,0
Elna-Lill,2,0
Elna-Marie,8,0
Elnara,22,0
Elnas,2,0
Elnata,3,0
Elnaz,168,0
Elni,2,0
Elnora,3,0
Elnta,2,0
Elnura,10,0
Elny,15,0
Eloa,2,0
Eloá,3,0
Elodi,2,0
Elodie,96,0
Élodie,8,0
Elohe,2,0
Eloina,5,0
Eloisa,31,0
Eloísa,2,0
Eloisé,2,0
Éloise,2,0
Eloise,137,0
Eloïse,7,0
Eloma,2,0
Elona,180,0
Elone,15,0
Elonor,3,0
Elonora,2,0
Elora,68,0
Elorah,2,0
Elouise,23,0
Elova,3,0
Elowyn,2,0
Elpida,38,0
Elpiniki,7,0
Elpis,5,0
Elrica,2,0
Elrika,3,0
Elroi,3,0
Elry,2,0
Els,13,0
Els Marie,3,0
Elsa,21142,0
Elsa Britt,2,0
Elsa Britta,3,0
Elsa Lena,2,0
Elsa Maria,31,0
Elsa Marie,3,0
Elsa Stina,2,0
Elsabet,33,0
Elsabeth,14,0
Elsabiet,3,0
Elsa-Brita,3,0
Elsabritt,2,0
Elsa-Britt,29,0
Elsa-Britta,5,0
Elsada,3,0
Elsah,2,0
Elsa-Kajsa,2,0
Elsa-Karin,3,0
Elsa-Lee,2,0
Elsa-Lena,4,0
Elsali,2,0
Elsa-Li,6,0
Elsalie,4,0
Elsa-Lii,2,0
Elsa-Lill,3,0
Elsa-Lo,4,0
Elsa-Louise,2,0
Elsa-Maj,8,0
Elsa-Maja,3,0
Elsa-Maria,16,0
Elsa-Marie,5,0
Elsa-My,2,0
Elsa-Märta,5,0
Elsana,3,0
Elsa-Stina,5,0
Elsayeda,3,0
Elsbet,16,0
Elsbeth,119,0
Els-Beth,2,0
Elsbritt,31,0
Els-Britt,71,0
Else,1064,0
Else Britt,7,0
Else Gerd,2,0
Else Lill,2,0
Else Maj,17,0
Else Mari,5,0
Else Marie,52,0
Else May,2,0
Else-Ann,6,0
Else-Berit,2,0
Elsebet,7,0
Elsebeth,71,0
Else-Beth,7,0
Else-Brit,3,0
Else-Britt,313,0
Elsebritt,17,0
Elsegerd,3,0
Else-Gerd,8,0
Else-Gun,12,0
Else-Kristine,2,0
Elselill,6,0
Else-Lill,9,0
Elselott,2,0
Else-Mai,3,0
Elsemaj,8,0
Else-Maj,160,0
Else-Margareta,2,0
Else-Margret,2,0
Else-Mari,50,0
Else-Maria,5,0
Else-Marianne,3,0
ElseMarie,8,0
Else-Marie,506,0
Else-Mary,2,0
Else-May,13,0
Elsey,5,0
Elshaday,3,0
Elshaimaa,3,0
Elshimaa,2,0
Elsibeth,2,0
Elsi-Britt,3,0
Elsie,3615,0
Elsie Britt,5,0
Elsie Mari,4,0
Elsie Maria,2,0
Elsie Marie,13,0
Elsie-Ann,2,0
Elsie-Britt,38,0
Elsie-Britte,2,0
Elsie-Gerd,2,0
Elsie-Gun,3,0
Elsie-Lo,3,0
Elsie-Maj,12,0
Elsie-Mari,11,0
Elsie-Marie,81,0
Elsi-Maj,5,0
Elsi-Mari,4,0
Elsi-Marie,3,0
Elsina,12,0
Elsine,9,0
Elsinore,5,0
Elsita,4,0
Elsiv,9,0
Elsje,4,0
Elske,7,0
Elsmaj,4,0
Els-Maj,6,0
Els-Margret,8,0
Elsmari,26,0
Els-Mari,117,0
Elsmarie,39,0
Els-Marie,231,0
Elspeth,5,0
Elssa,2,0
Elssie,2,0
Elsveig,4,0
Elsvi,2,0
Elsvig,46,0
Elsy,1897,0
Elsy Britt,2,0
Elsy Maj,3,0
Elsy Marie,4,0
Elsy-Britt,11,0
Elsy-Lill,2,0
Elsy-Maj,4,0
Elsy-Marie,4,0
Eltona,4,0
Elu,2,0
Elul,2,0
Elva,129,0
Elwa,19,0
Elwad,2,0
Elvana,21,0
Elvane,10,0
Elvedina,74,0
Elvera,2,0
Elvesa,2,0
Elvey,2,0
Elwi,4,0
Elvia,18,0
Elvida,6,0
Elvidina,2,0
Elvie,75,0
Elwie,2,0
Elvig,2,0
Elviira,21,0
Elvina,242,0
Elwina,23,0
Elvine,38,0
Elwira,378,0
Elvirah,2,0
Elvire,13,0
Elviria,2,0
Elvisa,69,0
Elvisana,2,0
Elvita,2,0
Elvizana,2,0
Elvor,8,0
Elvy,1735,0
Elwy,16,0
Elvy-Anne,2,0
Elwynn,2,0
Elvyra,5,0
Elyama,5,0
Elyana,31,0
Elyce,2,0
Elyn,5,0
Elyna,3,0
Elynor,5,0
Elynore,2,0
Elyona,2,0
Elyone,2,0
Elyse,10,0
Elysee,4,0
Elysha,4,0
Elysia,15,0
Elyssa,10,0
Elysse,2,0
Elyssea,2,0
Elza,186,0
Elzahraa,2,0
Elzana,24,0
Elzara,2,0
Elzbieta,954,0
Elzbieta-Teresa,2,0
Elze,8,0
Elzé,4,0
Elzie,4,0
Elzina,7,0
Ema,324,0
Emaan,27,0
Emalia,5,0
Emama,2,0
Emana,8,0
Emanda,3,0
Emani,2,0
Emanne,2,0
Emanuela,113,0
Emanuella,43,0
Emanwella,2,0
Emarat,5,0
Emba,2,0
Embaba,6,0
Embie,6,0
Embiye,2,0
Embla,1112,0
Embritt,3,0
Emebet,27,0
Emebiet,2,0
Emee,2,0
Emefa,2,0
Emeile,2,0
Emek,2,0
Emela,8,0
Emelda,12,0
Emeldah,2,0
Emelee,6,0
Emeli,454,0
Emelia,374,0
Emélia,2,0
Emelié,97,0
Emélie,26,0
Émelie,6,0
Emeliee,4,0
Emelie-Rose,2,0
Emelii,2,0
Emelin,45,0
Emelina,172,0
Emelinda,38,0
Emeline,85,0
Eméline,2,0
Emelinn,13,0
Emelinne,4,0
Emelita,10,0
Emeliy,3,0
Emella,2,0
Emelle,9,0
Emelli,3,0
Emellie,21,0
Emelly,5,0
Emely,350,0
Emelye,3,0
Emelyn,7,0
Emelyne,9,0
Emen,2,0
Emerencia,3,0
Emerentia,10,0
Emerita,10,0
Emerlinda,2,0
Emesa,2,0
Emese,62,0
Emese-Maria,2,0
Emfrid,4,0
Emia,5,0
Emica,16,0
Emida,3,0
Emie,17,0
Emija,2,0
Emik,2,0
Emika,4,0
Emike,3,0
Emiko,21,0
Emila,25,0
Emilce,5,0
Emilda,7,0
Emilecta,2,0
Emilene,2,0
Emiley,2,0
Emili,116,0
Emília,2,0
Emilía,9,0
Emiliah,6,0
Emilia-Maria,3,0
Emiliana,19,0
Emílie,2,0
Emilie,1830,0
